#1's Destiny child [ motion picture ]  	-	Author:	(n/a)	||||	Publisher:	USA :	"BMG Music Entertainment,"	c2005.	||||	Subject:	Popular Music	||||	Location:	Audio Visual Center	||||	Call ID:	CD	781.63	F51	(n/a)	||||	Barcode:	CD 2508
A history of western art [computer file]  	-	Author:	"Adams, Laurie Schneider"	||||	Publisher:	New York :	"McGraw Hill,"	c2004.	||||	Subject:	Art	||||	Location:	Audio Visual Center	||||	Call ID:	CD	709	Ad1	(n/a)	||||	Barcode:	CD 3162
A journey home [motion picture]  	-	Author:	(n/a)	||||	Publisher:	Philippine :	"Jubilee Evangelical Church,"	c2010.	||||	Subject:	Family life	||||	Location:	Audio Visual Center	||||	Call ID:	CD	306.85	J82	2010	||||	Barcode:	CD 4112
A Journey into ambient groove 4 [Computer file]  	-	Author:	(n/a)	||||	Publisher:	[S.I.] :	"Island Records,"	c1997.	||||	Subject:	Modern Jazz	||||	Location:	Audio Visual Center	||||	Call ID:	CD	781.63	J82	1997	||||	Barcode:	CD 054
A leader's guide to science curriculum topic study [computer file] 	-	Author:	"Mundry, Susan"	||||	Publisher:	"Thousand Oaks, Calif. :"	"Corwin,"	c2010.	||||	Subject:	Science	||||	Location:	Audio Visual Center	||||	Call ID:	CD	507.1	M92	2010	||||	Barcode:	CD 4015
A Million dollar baby [ motion picture ]  	-	Author:	(n/a)	||||	Publisher:	[s.l.] :	"Warner Bros. Pictures,"	c2004.	||||	Subject:	Drama	||||	Location:	Audio Visual Center	||||	Call ID:	CD	791.43	M62	(n/a)	||||	Barcode:	CD 2081
A moment in time [motion picture]  	-	Author:	"Palo, Emmanuel Quindo"	||||	Publisher:	Quezon City :	"Star Cinema,"	c2013.	||||	Subject:	Teenage girl	||||	Location:	Audio Visual Center	||||	Call ID:	CD	305.235'2	P18	2013	||||	Barcode:	CD 4491
A mother's story [motion picture]  	-	Author:	(n/a)	||||	Publisher:	Philippines :	"Star Recording, Inc,"	c2012.	||||	Subject:	Mother	||||	Location:	Audio Visual Center	||||	Call ID:	CD	306.874	M85	2012	||||	Barcode:	CD 4116
A new era in school counseling  	-	 Author:	"Schellenberg, Rita Cantrell."	||||	Publisher:	New York:	"Rowman and Littfield Publishers, Inc,"	c2013.	||||	 Subject:	Educational counseling	||||	Location:	Audio-Visual Center	||||	Call ID:	CD	371.4	Sch2	2013	||||	Barcode:	CD 4644
A new look at ADHD 	-	Author:	"Barkley, Russell A."	||||	Publisher:	"New York, NY :"	"Guilford Publications,"	c2000.	||||	Subject:	Attention Deficit Disorder with Hyperactivity	||||	Location:	Audio Visual Center	||||	Call ID:	CD	616.85'89	B24	(n/a)	||||	Barcode:	CD 2768
A Picture's worth a thousand words interpreting [video recording]  	-	Author:	(n/a)	||||	Publisher:	[s.l.] :	"The Center of humanities,"	c1990.	||||	Subject:	Visual perception	||||	Location:	Audio Visual Center	||||	Call ID:	VT	153	P58	(n/a)	||||	Barcode:	VT 210
A practical guide to pre school inclusion [computer file] 	-	Author:	"Dukes, Chris"	||||	Publisher:	London :	"Paul Chapman Publishing,"	c2006.	||||	Subject:	Inclusive education	||||	Location:	Audio Visual Center	||||	Call ID:	CD	371.9'046'22	D88	2006	||||	Barcode:	CD 3430
A question of race [ video recording ].	-	Author:	(n/a)	||||	Publisher:	[s.l.] :	"Discovery Communications, Inc,"	c2005.	||||	Subject:	Race awareness	||||	Location:	Audio Visual Center	||||	Call ID:	CD	305.8	Q3	2005	||||	Barcode:	CD 1939
A school moving toward differentiation [videorecording].	-	Author:	(n/a)	||||	Publisher:	USA :	Association for Supervision and Curriculum Develop	c2007.	||||	Subject:	Mixed ability grouping in education	||||	Location:	Audio Visual Center	||||	Call ID:	CD	371.2'52	Sch6	2007	||||	Barcode:	CD 3687
A Sound of thunder [ motion picture ]  	-	Author:	(n/a)	||||	Publisher:	USA :	Franchise Pictures.		||||	Subject:	Science   Fiction	||||	Location:	Audio Visual Center	||||	Call ID:	CD	791.43	So8	(n/a)	||||	Barcode:	CD 2534
A streetcar named Desire [motion picture]  	-	Author:	(n/a)	||||	Publisher:	USA :	"Warner Bros,"	[c19?]	||||	Subject:	Fiction.	||||	Location:	Audio Visual Center	||||	Call ID:	CD	791.43	St8	(n/a)	||||	Barcode:	CD 1019
A streetcar named Desire [motion picture]  	-	Author:	(n/a)	||||	Publisher:	USA :	"Warner Bros,"	[c19?]	||||	Subject:	Fiction.	||||	Location:	Audio Visual Center	||||	Call ID:	CD	791.43	St8	(n/a)	||||	Barcode:	CD 1020
A student involvement program for developing values [ video recording ].	-	Author:	(n/a)	||||	Publisher:	[s.l.] :	"Universal Dimensions Inc,"	c 1981.	||||	Subject:	Teacher student relations	||||	Location:	Audio Visual Center	||||	Call ID:	VT	371.1023	St9	(n/a)	||||	Barcode:	VT 795
A systems approach to small group interaction [computer file] 	-	Author:	"Tubbs, Stewart L."	||||	Publisher:	Boston :	"McGraw Hill,"	c2007.	||||	Subject:	Teams in the workplace	||||	Location:	Audio Visual Center	||||	Call ID:	CD	658.4'036	T79	2007	||||	Barcode:	CD 4293
A Systems approach to small group interaction CD ROM [ computer file ]  	-	Author:	"Tubbs, Stewart L."	||||	Publisher:	Boston :	"Mc Graw Hill,"	c2004.	||||	Subject:	Teams in the workplace	||||	Location:	Audio Visual Center	||||	Call ID:	CD	658.4'036	T79	(n/a)	||||	Barcode:	CD 2454
A Tale of Two Sisters [ motion picture ]  	-	Author:	Kim Lee Woon	||||	Publisher:	[Korea] :	"iPictures Masulpiri Pictures,"	c2003.	||||	Subject:	Horror	||||	Location:	Audio Visual Center	||||	Call ID:	CD	791.43	K56	(n/a)	||||	Barcode:	CD 2182
A teacher's prescription for reducing vandalism  	-	Author:	(n/a)	||||	Publisher:	"Phoenix, Ariz. :"	"Universal Dimensions ;,"	1981	||||	Subject:	School vandalism.	||||	Location:	Audio Visual Center	||||	Call ID:	VT	371.1	T22	1981	||||	Barcode:	VT 805
A tutorial to accompany Peter Norton's introduction to computers.	-	Author:	"Norton, Peter,"	||||	Publisher:	New York :	"Glencoe McGraw Hill,"	c2001.	||||	Subject:	Computers.	||||	Location:	Technological Studies Section	||||	Call ID:	(n/a)	4	N82	2001	||||	Barcode:	56328
A tutorial to accompany Peter Norton's introduction to computers.	-	Author:	"Norton, Peter,"	||||	Publisher:	New York :	"Glencoe McGraw Hill,"	c2001.	||||	Subject:	Computers.	||||	Location:	Audio Visual Center	||||	Call ID:	CD	4	N82	2001	||||	Barcode:	CD 3378
A very long engagement [ motion picture ]  	-	Author:	(n/a)	||||	Publisher:	USA :	"Warner Bros. Picture,"	c2004.	||||	Subject:	Romance	||||	Location:	Audio Visual Center	||||	Call ID:	CD	791.43	V62	(n/a)	||||	Barcode:	CD 2603
A Video documentary on Philippine dance 	-	Author:	(n/a)	||||	Publisher:	[s.l.] :	Tuklas Sining.		||||	Subject:	Philippine dances	||||	Location:	Audio Visual Center	||||	Call ID:	VT	792.62'599	V66	(n/a)	||||	Barcode:	VT 318
A Visual investigation 	-	Author:	(n/a)	||||	Publisher:	[S.I.] :	"Wilbur Films Multimedia,"	c1993.	||||	Subject:	"Kennedy, John Fitzgerald"	||||	Location:	Audio Visual Center	||||	Call ID:	CD	972.922	V38	1993	||||	Barcode:	CD 200
A vow to cherish [motion picture]  	-	Author:	"Schmidt, John"	||||	Publisher:	(n/a)	"World Wide Pictures,"	c2007.	||||	Subject:	Alzheimer's disease	||||	Location:	Audio Visual Center	||||	Call ID:	CD	362.196'831	Sch5	2007	||||	Barcode:	CD 3644
A Walk in the clouds [ motion picture ]  	-	Author:	(n/a)	||||	Publisher:	USA :	"Twentieth Century Fox,"	c1995.	||||	Subject:	Romance   Drama	||||	Location:	Audio Visual Center	||||	Call ID:	CD	791.43	W15	(n/a)	||||	Barcode:	CD 2621
A Walk to remember [ motion picture ]  	-	Author:	(n/a)	||||	Publisher:	USA :	"Pandora A Di Novi Pictures,"	c2002.	||||	Subject:	Romance   drama	||||	Location:	Audio Visual Center	||||	Call ID:	CD	791.43	W15	(n/a)	||||	Barcode:	CD 2528
A wellness way of life [ computer file ]  	-	Author:	"Robbins, Gwen"	||||	Publisher:	Boston :	"McGraw Hill,"	c2002.	||||	Subject:	Health.	||||	Location:	Audio Visual Center	||||	Call ID:	CD	613	R53	2002	||||	Barcode:	CD 1552
A.D.A.M. student atlas of anatomy [ computer file ]  	-	Author:	"Olson, Todd"	||||	Publisher:	Baltimore :	"Williams & WIlkins,"	c1996.	||||	Subject:	Human anatomy	||||	Location:	Audio Visual Center	||||	Call ID:	CD	611.'0022'2	Ol8	1996	||||	Barcode:	CD 1565
A.D.A.M. the inside story [computer file].	-	Author:	(n/a)	||||	Publisher:	Seattle :	"Multimedia 2000, Inc.,"	c2004.	||||	Subject:	Human anatomy	||||	Location:	Audio Visual Center	||||	Call ID:	CD	611	Ad1	2004	||||	Barcode:	CD 1032
A+ guide to hardware 	-	Author:	"Andrews, Jean,"	||||	Publisher:	"Boston, Mass. :"	"Thomson Course Technology,"	c2010.	||||	Subject:	Microcomputers	||||	Location:	Audio Visual Center	||||	Call ID:	CD	621.3916076	An3	2010	||||	Barcode:	CD 3888
A+ guide to software 	-	Author:	"Andrews, Jean."	||||	Publisher:	Australia :	"Course Technology, CENGAGE Learning,"	c2010.	||||	Subject:	Computing technology Industry Association	||||	Location:	Audio Visual Center	||||	Call ID:	CD	004.028'8	An2	2010	||||	Barcode:	CD 3764
A+ guide to software 	-	Author:	"Andrews, Jean,"	||||	Publisher:	"Boston, Mass. :"	"Course Technology,"	c2010.	||||	Subject:	Computer technicians	||||	Location:	Audio Visual Center	||||	Call ID:	CD	5.1	An3	2010	||||	Barcode:	CD 3889
AACN critical care procedures performance evaluation checklists	-	Author:	(n/a)	||||	Publisher:	Philadelphia :	"W.B. Saunders Company,"	2001	||||	Subject:	Intensive care nursing.	||||	Location:	Audio Visual Center	||||	Call ID:	CD	610.73'6	Am3	(n/a)	||||	Barcode:	CD 2315
Abakada...ina [motion picture].  	-	Author:	(n/a)	||||	Publisher:	Manila :	"Viva Video Inc,"	c2001.	||||	Subject:	Family life	||||	Location:	Audio Visual Center	||||	Call ID:	CD	791.4361'	Ab1	2001	||||	Barcode:	CD 1265
Abakada...ina [motion picture].  	-	Author:	(n/a)	||||	Publisher:	Manila :	"Viva Video Inc,"	c2001.	||||	Subject:	Family life	||||	Location:	Audio Visual Center	||||	Call ID:	CD	791.4361'	Ab1	2001	||||	Barcode:	CD 1266
Abakada...ina [motion picture].  	-	Author:	(n/a)	||||	Publisher:	Manila :	"Viva Video Inc,"	c2001.	||||	Subject:	Family life	||||	Location:	Audio Visual Center	||||	Call ID:	CD	791.4361'	Ab1	2001	||||	Barcode:	CD 3201
Abba gold [ sound recording ].	-	Author:	(n/a)	||||	Publisher:	[s.l.] :	"Polygram Music International,"	c1992.	||||	Subject:	Popular music	||||	Location:	Audio Visual Center	||||	Call ID:	CD	781.63	Ab1	(n/a)	||||	Barcode:	CD 1863
ABC pronunciary.	-	Author:	(n/a)	||||	Publisher:	[S.l.] :	"Vocalis Ltd.,"	c1998.	||||	Subject:	English language	||||	Location:	Audio Visual Center	||||	Call ID:	VT	428.21	AB24	(n/a)	||||	Barcode:	VT 156
ABC's of relationship selling [ computer file ]  	-	Author:	"Futrell, Charles M"	||||	Publisher:	Boston :	"McGraw Hill Irwin,"	c2003.	||||	Subject:	Selling.	||||	Location:	Audio Visual Center	||||	Call ID:	CD	658.85	F98	2003	||||	Barcode:	CD 985
ABC's of relationship selling [video recording]  	-	Author:	"Futrell, Charles M."	||||	Publisher:	Boston :	"Irwin   McGraw   Hill,"	c2000.	||||	Subject:	Selling	||||	Location:	Audio Visual Center	||||	Call ID:	CD	658.85	F98	2000	||||	Barcode:	CD 136
Abduction [motion picture]  	-	 Author:	(n/a)	||||	Publisher:	United States :	"Liongate,"	c2011.	||||	 Subject:	Assassins	||||	Location:	Audio-Visual Center	||||	Call ID:	CD	364.152'4	Ab3	2011	||||	Barcode:	CD 4710
Abnormal psychology 	-	Author:	"Barlow, David H."	||||	Publisher:	Australia :	"Wadsworth,"	c2001.	||||	Subject:	"Psychology, Pathological"	||||	Location:	Audio Visual Center	||||	Call ID:	CD	616.89	B24	2001	||||	Barcode:	CD 421
Abnormal psychology 	-	Author:	"Barlow, David H."	||||	Publisher:	Australia :	"Wadsworth,"	c2001.	||||	Subject:	"Psychology, Pathological"	||||	Location:	Audio Visual Center	||||	Call ID:	CD	616.89	B24	2002	||||	Barcode:	CD 581
Abnormal psychology 	-	Author:	"Barlow, David H."	||||	Publisher:	"Belmont, CA :"	"Thomson Wadsworth,"	c2005.	||||	Subject:	"Psychology, Pathological."	||||	Location:	Audio Visual Center	||||	Call ID:	CD	616.89	B24	(n/a)	||||	Barcode:	CD 2946
Abnormal psychology [ computer file ]  	-	Author:	"Nolen Hoeksema, Susan"	||||	Publisher:	Boston :	"McGraw Hill,"	c2007.	||||	Subject:	"Psychology, Pathological."	||||	Location:	Audio Visual Center	||||	Call ID:	CD	616.89	N71	(n/a)	||||	Barcode:	CD 2922
Abnormal psychology in a changing world [computer file]  	-	Author:	"Nevid, Jeffrey S."	||||	Publisher:	"Upper Saddle River, N.J. :"	"Prentice Hall,"	c2003.	||||	Subject:	"Psychology, Pathological."	||||	Location:	Audio Visual Center	||||	Call ID:	CD	616.89	N41	2005	||||	Barcode:	CD 1746
Abot hanggang sukdulan [ motion picture ]  	-	Author:	(n/a)	||||	Publisher:	Philippines :	"Viva Video,"	c2003.	||||	Subject:	Drama	||||	Location:	Audio Visual Center	||||	Call ID:	CD	791.43	Ab7	(n/a)	||||	Barcode:	CD 2209
About professional baking [ computer file ]  	-	Author:	"Sokol, Gail"	||||	Publisher:	New York :	"Thomson Delmar Learning,"	c2006.	||||	Subject:	Baking	||||	Location:	Audio Visual Center	||||	Call ID:	CD	641.8'15	So3	(n/a)	||||	Barcode:	CD 2224
Abrahams visual guide to clinical anatomy [ computer file ]  	-	Author:	(n/a)	||||	Publisher:	[ place unknown ] :	"Mosby Elsevier,"	c2009.	||||	Subject:	Human anatomy	||||	Location:	Audio Visual Center	||||	Call ID:	CD	611.022'2	Ab8	(n/a)	||||	Barcode:	CD 3350
Absolute java [ computer file ]  	-	Author:	"Savitch, Walter J."	||||	Publisher:	Boston :	"Pearson Addison  Wesley,"	c2006.	||||	Subject:	Java ( computer program language )	||||	Location:	Audio Visual Center	||||	Call ID:	CD	5.13	Sa9	(n/a)	||||	Barcode:	CD 2403
Access 2000 	-	Author:	"Shelly, Gary B."	||||	Publisher:	Massachusetts :	"Course Technology,"	c2000.	||||	Subject:	Access 2000	||||	Location:	Audio Visual Center	||||	Call ID:	CD	5.43	Sh4	2000	||||	Barcode:	CD 458
Access 97 essentials [ computer file ]  	-	Author:	"Ferrett, Robert."	||||	Publisher:	Indianapolis :	"Que E&T,"	c1998.	||||	Subject:	Database management.	||||	Location:	Audio Visual Center	||||	Call ID:	D	005.75'65	F41	1998	||||	Barcode:	D 181
Accounting 	-	Author:	(n/a)	||||	Publisher:	Australia :	"South Western College,"	c2001.	||||	Subject:	Managerial accounting	||||	Location:	Audio Visual Center	||||	Call ID:	CD	658.15'11	Ac2	2001	||||	Barcode:	CD 405
Accounting 	-	Author:	(n/a)	||||	Publisher:	Australia :	"South Western College,"	c2001.	||||	Subject:	Managerial accounting	||||	Location:	Audio Visual Center	||||	Call ID:	CD	658.15'11	Ac2	2001	||||	Barcode:	CD 614
Accounting 	-	Author:	(n/a)	||||	Publisher:	"Camarillo, CA :"	"Goldhil Educational,"	c2005.	||||	Subject:	Accounting	||||	Location:	Audio Visual Center	||||	Call ID:	CD	657	Ac2	2005	||||	Barcode:	CD 3469
Accounting 	-	Author:	(n/a)	||||	Publisher:	"Camarillo, CA :"	"Goldhil Educational,"	c2005.	||||	Subject:	Accounting	||||	Location:	Audio Visual Center	||||	Call ID:	CD	657	Ac2	2005	||||	Barcode:	CD 3467
Accounting 	-	Author:	(n/a)	||||	Publisher:	"Camarillo, CA :"	"Goldhil Educational,"	c2005.	||||	Subject:	Accounting	||||	Location:	Audio Visual Center	||||	Call ID:	CD	657	Ac2	2005	||||	Barcode:	CD 3468
Accounting 	-	Author:	(n/a)	||||	Publisher:	"Camarillo, CA :"	"Goldhil Educational,"	c2005.	||||	Subject:	Accounting	||||	Location:	Audio Visual Center	||||	Call ID:	CD	657	Ac2	2005	||||	Barcode:	CD 3465
Accounting 	-	Author:	(n/a)	||||	Publisher:	"Camarillo, CA :"	"Goldhil Educational,"	c2005.	||||	Subject:	Accounting	||||	Location:	Audio Visual Center	||||	Call ID:	CD	657	Ac2	2005	||||	Barcode:	CD 3466
Accounting 	-	Author:	(n/a)	||||	Publisher:	"Camarillo, CA :"	"Goldhil Educational,"	c2005.	||||	Subject:	Accounting	||||	Location:	Audio Visual Center	||||	Call ID:	CD	657	Ac2	2005	||||	Barcode:	CD 3462
Accounting 	-	Author:	(n/a)	||||	Publisher:	"Camarillo, CA :"	"Goldhil Educational,"	c2005.	||||	Subject:	Accounting	||||	Location:	Audio Visual Center	||||	Call ID:	CD	657	Ac2	2005	||||	Barcode:	CD 3463
Accounting 	-	Author:	(n/a)	||||	Publisher:	"Camarillo, CA :"	"Goldhil Educational,"	c2005.	||||	Subject:	Accounting	||||	Location:	Audio Visual Center	||||	Call ID:	CD	657	Ac2	2005	||||	Barcode:	CD 3464
Accounting & Auditing Reseacrh 	-	Author:	"Weirich, Thomas R."	||||	Publisher:	Australia :	"South   Western College,"	c2000.	||||	Subject:	Accounting	||||	Location:	Audio Visual Center	||||	Call ID:	CD	657.07'2	W43	2000	||||	Barcode:	CD 162
Accounting & Auditing research 	-	Author:	"Weirich, Thomas R."	||||	Publisher:	Ohio :	"South   Western College Publishing,"	c2000.	||||	Subject:	Accounting	||||	Location:	Circulation Section	||||	Call ID:	(n/a)	657'.07'2	W43	2000	||||	Barcode:	43632
Accounting & Auditing research 	-	Author:	"Weirich, Thomas R."	||||	Publisher:	Ohio :	"South   Western College Publishing,"	c2000.	||||	Subject:	Accounting	||||	Location:	Circulation Section	||||	Call ID:	(n/a)	657'.07'2	W43	2000	||||	Barcode:	43754
Accounting & Auditing research 	-	Author:	"Weirich, Thomas R."	||||	Publisher:	Ohio :	"South   Western College Publishing,"	c2000.	||||	Subject:	Accounting	||||	Location:	Circulation Section	||||	Call ID:	(n/a)	657'.07'2	W43	2000	||||	Barcode:	43174
Accounting & Auditing research 	-	Author:	"Weirich, Thomas R."	||||	Publisher:	Ohio :	"South   Western College Publishing,"	c2000.	||||	Subject:	Accounting	||||	Location:	Circulation Section	||||	Call ID:	(n/a)	657.07'2	W43	2000	||||	Barcode:	40977
Accounting & Auditing research 	-	Author:	"Weirich, Thomas R."	||||	Publisher:	Ohio :	"South   Western College Publishing,"	c2000.	||||	Subject:	Accounting	||||	Location:	Circulation Section	||||	Call ID:	(n/a)	657.07'2	W43	2000	||||	Barcode:	40514
Accounting & Auditing research 	-	Author:	"Weirich, Thomas R."	||||	Publisher:	Ohio :	"South   Western College Publishing,"	c2000.	||||	Subject:	Accounting	||||	Location:	Audio Visual Center	||||	Call ID:	CD	657'.07'2	W43	2000	||||	Barcode:	CD 146
Accounting & Auditing research 	-	Author:	"Weirich, Thomas R."	||||	Publisher:	Ohio :	"South   Western College Publishing,"	c2000.	||||	Subject:	Accounting	||||	Location:	Audio Visual Center	||||	Call ID:	CD	657'.07'2	W43	2000	||||	Barcode:	CD 234
Accounting & Auditing research 	-	Author:	"Weirich, Thomas R."	||||	Publisher:	Ohio :	"South   Western College Publishing,"	c2000.	||||	Subject:	Accounting	||||	Location:	Circulation Section	||||	Call ID:	(n/a)	657.07'2	W43	2000	||||	Barcode:	44838
Accounting & Auditing Research 	-	Author:	"Weirich, Thomas R."	||||	Publisher:	Australia :	"South   Western College,"	c2000.	||||	Subject:	Accounting	||||	Location:	Audio Visual Center	||||	Call ID:	CD	657.07'2	W43	2000	||||	Barcode:	CD 298
Accounting & Auditing Research 	-	Author:	"Weirich, Thomas R."	||||	Publisher:	Australia :	"South   Western College,"	c2000.	||||	Subject:	Accounting	||||	Location:	Audio Visual Center	||||	Call ID:	CD	657.07'2	W43	2000	||||	Barcode:	CD 403
Accounting [ computer file ]  	-	Author:	"Horngren, Charles"	||||	Publisher:	New Jersey :	"Pearson Prentice Hall,"	c2002.	||||	Subject:	Accounting	||||	Location:	Audio Visual Center	||||	Call ID:	CD	657	H78	(n/a)	||||	Barcode:	CD 2260
Accounting information systems 	-	Author:	(n/a)	||||	Publisher:	New York :	"John Wiley & Sons, Inc,"	c2000.	||||	Subject:	Accounting	||||	Location:	Circulation Section	||||	Call ID:	(n/a)	657.'0285	Ac2	2000	||||	Barcode:	43780
Accounting information systems 	-	Author:	(n/a)	||||	Publisher:	New York :	"John Wiley & Sons, Inc,"	c2000.	||||	Subject:	Accounting	||||	Location:	Audio Visual Center	||||	Call ID:	CD	657.'0285	Ac2	2000	||||	Barcode:	CD 380
Accounting principles 	-	Author:	"Biagioni, Louis F."	||||	Publisher:	New York:	"McGraw Hill,"	c1988.	||||	Subject:	Accounting	||||	Location:	Circulation Section	||||	Call ID:	(n/a)	657'.371'334	B47	1988	||||	Barcode:	37703
Accounting principles 	-	Author:	"Biagioni, Louis F."	||||	Publisher:	New York:	"McGraw Hill,"	c1988.	||||	Subject:	Accounting	||||	Location:	Circulation Section	||||	Call ID:	(n/a)	657'.371'334	B47	1988	||||	Barcode:	37704
Accounting principles 	-	Author:	"Biagioni, Louis F."	||||	Publisher:	New York:	"McGraw Hill,"	c1988.	||||	Subject:	Accounting	||||	Location:	Circulation Section	||||	Call ID:	(n/a)	657'.371'334	B47	1988	||||	Barcode:	37705
Accounting principles 	-	Author:	"Biagioni, Louis F."	||||	Publisher:	New York:	"McGraw Hill,"	c1988.	||||	Subject:	Accounting	||||	Location:	Circulation Section	||||	Call ID:	(n/a)	657'.371'334	B47	1988	||||	Barcode:	37706
Accounting principles 	-	Author:	"Biagioni, Louis F."	||||	Publisher:	New York:	"McGraw Hill,"	c1988.	||||	Subject:	Accounting	||||	Location:	Circulation Section	||||	Call ID:	(n/a)	657'.371'334	B47	1988	||||	Barcode:	37707
Accounting principles 	-	Author:	"Biagioni, Louis F."	||||	Publisher:	New York:	"McGraw Hill,"	c1988.	||||	Subject:	Accounting	||||	Location:	Audio Visual Center	||||	Call ID:	D	657'.371'334	B47	1988	||||	Barcode:	D 019
Accounting tools [ video recording ].	-	Author:	(n/a)	||||	Publisher:	[s.l.] :	"Cerebellum Corporation,"	c2002.	||||	Subject:	Accounting	||||	Location:	Audio Visual Center	||||	Call ID:	VT	657	Ac2	2002	||||	Barcode:	VT 670
Accounting tools 2003 [computer file].	-	Author:	(n/a)	||||	Publisher:	[s.l.] :	"JS Studio Product Sytems,"	c2002.	||||	Subject:	Financial accounting	||||	Location:	Audio Visual Center	||||	Call ID:	CD	657.48	Ac2	2003	||||	Barcode:	CD 647
